species_id	sample_id	sra_sr	sra_lr	Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Organism	SRA Accession	GenBank Chromosome Accession	GenBank Plasmid Accession	Molecule Length	Assembly Method
ecol	SAMN15488645	SRR12184040	SRR12247684	GCA_029718925.1	ASM2971892v1	Escherichia coli		RHB43-SE-C02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164874	3	Complete Genome	2023-04-13		4933096	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488645	5082	Escherichia coli	SRS6976351; ILLUMINA:SRR12184040; OXFORD_NANOPORE:SRR12247684	CP099075.1	CP099077.1; CP099076.1	CP099077.1:107495; CP099076.1:124283; CP099075.1:4933096	Unicycler v. v0.4.4
ecol	SAMN15488637	SRR12184051	SRR12247693	GCA_029719045.1	ASM2971904v1	Escherichia coli		RHB43-C04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164098	3	Complete Genome	2023-04-13		4932320	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488637	5085	Escherichia coli	SRS6976340; ILLUMINA:SRR12184051; OXFORD_NANOPORE:SRR12247693	CP099092.1	CP099094.1; CP099093.1	CP099094.1:107495; CP099093.1:124283; CP099092.1:4932320	Unicycler v. v0.4.4
ecol	SAMN15488636	SRR12184052	SRR12247694	GCA_029719065.1	ASM2971906v1	Escherichia coli		RHB43-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164098	3	Complete Genome	2023-04-13		4932320	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488636	5079	Escherichia coli	SRS6976339; ILLUMINA:SRR12184052; OXFORD_NANOPORE:SRR12247694	CP099095.1	CP099097.1; CP099096.1	CP099097.1:107495; CP099096.1:124283; CP099095.1:4932320	Unicycler v. v0.4.4
ecol	SAMN15488651	SRR12184033	SRR12247677	GCA_029718845.1	ASM2971884v1	Escherichia coli		RHB43-SO-C01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164095	3	Complete Genome	2023-04-13		4932319	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488651	5080	Escherichia coli	SRS6976358; ILLUMINA:SRR12184033; OXFORD_NANOPORE:SRR12247677	CP099068.1	CP099070.1; CP099069.1	CP099070.1:107495; CP099069.1:124281; CP099068.1:4932319	Unicycler v. v0.4.4
ecol	SAMN15488653	SRR12184031	SRR12247675	GCA_029720065.1	ASM2972006v1	Escherichia coli		RHB43-SO-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164095	3	Complete Genome	2023-04-13		4932319	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488653	5080	Escherichia coli	SRS6976360; ILLUMINA:SRR12184031; OXFORD_NANOPORE:SRR12247675	CP099062.1	CP099064.1; CP099063.1	CP099064.1:107495; CP099063.1:124281; CP099062.1:4932319	Unicycler v. v0.4.4
ecol	SAMN15488652	SRR12184032	SRR12247676	GCA_029720085.1	ASM2972008v1	Escherichia coli		RHB43-SO-C02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164095	3	Complete Genome	2023-04-13		4932319	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488652	5080	Escherichia coli	SRS6976359; ILLUMINA:SRR12184032; OXFORD_NANOPORE:SRR12247676	CP099065.1	CP099067.1; CP099066.1	CP099067.1:107495; CP099066.1:124281; CP099065.1:4932319	Unicycler v. v0.4.4
ecol	SAMN15488638	SRR12184048	SRR12247692	GCA_029719025.1	ASM2971902v1	Escherichia coli		RHB43-C06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164097	3	Complete Genome	2023-04-13		4932318	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488638	5080	Escherichia coli	SRS6976343; ILLUMINA:SRR12184048; OXFORD_NANOPORE:SRR12247692	CP099089.1	CP099091.1; CP099090.1	CP099091.1:107496; CP099090.1:124283; CP099089.1:4932318	Unicycler v. v0.4.4
ecol	SAMN15488654	SRR12184030	SRR12247674	GCA_029720045.1	ASM2972004v1	Escherichia coli		RHB43-SO-C04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5164057	3	Complete Genome	2023-04-13		4932279	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488654	5079	Escherichia coli	SRS6976361; ILLUMINA:SRR12184030; OXFORD_NANOPORE:SRR12247674	CP099059.1	CP099061.1; CP099060.1	CP099061.1:107495; CP099060.1:124283; CP099059.1:4932279	Unicycler v. v0.4.4
ecol	SAMN15488576	SRR12183864	SRR12247508	GCA_029718565.1	ASM2971856v1	Escherichia coli		RHB21-E1-C08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5006154	2	Complete Genome	2023-04-13		4916157	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488576	4823	Escherichia coli	SRS6976273; ILLUMINA:SRR12183864; OXFORD_NANOPORE:SRR12247508	CP099186.1	CP099187.1	CP099187.1:89997; CP099186.1:4916157	Unicycler v. v0.4.4
ecol	SAMN15488573	SRR12183867	SRR12247511	GCA_029718605.1	ASM2971860v1	Escherichia coli		RHB21-E1-C02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5006154	2	Complete Genome	2023-04-13		4916157	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488573	4823	Escherichia coli	SRS6976270; ILLUMINA:SRR12183867; OXFORD_NANOPORE:SRR12247511	CP099188.1	CP099189.1	CP099189.1:89997; CP099188.1:4916157	Unicycler v. v0.4.4
ecol	SAMN15488519	SRR12183927	SRR12247571	GCA_029717525.1	ASM2971752v1	Escherichia coli		RHB08-SO-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5017205	2	Complete Genome	2023-04-13		4912187	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488519	4818	Escherichia coli	SRS6976464; ILLUMINA:SRR12183927; OXFORD_NANOPORE:SRR12247571	CP099258.1	CP099259.1	CP099259.1:105018; CP099258.1:4912187	Unicycler v. v0.4.4
ecol	SAMN15488609	SRR12184082	SRR12247724	GCA_029719385.1	ASM2971938v1	Escherichia coli		RHB31-E3-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5055189	3	Complete Genome	2023-04-13		4906752	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488609	4917	Escherichia coli	SRS6976309; ILLUMINA:SRR12184082; OXFORD_NANOPORE:SRR12247724	CP099129.1	CP099131.1; CP099130.1	CP099131.1:63494; CP099130.1:84943; CP099129.1:4906752	Unicycler v. v0.4.4
ecol	SAMN15488568	SRR12183873	SRR12247517	GCA_029718705.1	ASM2971870v1	Escherichia coli		RHB20-E4-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5007458	2	Complete Genome	2023-04-13		4906580	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488568	4840	Escherichia coli	SRS6976264; ILLUMINA:SRR12183873; OXFORD_NANOPORE:SRR12247517	CP099190.1	CP099191.1	CP099191.1:100878; CP099190.1:4906580	Unicycler v. v0.4.4
ecol	SAMN14482837	SRR11460451	SRR11460449	GCA_012221365.1	ASM1222136v1	Escherichia coli		8-3-DC15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5142316	3	Complete Genome	2020-04-09		4901398	3							Illumina NextSeq; Oxford Nanopore MiniION	Monash University	PRJNA616136	SAMN14482837	5269	Escherichia coli	SRS6409976; ILLUMINA:SRR11460451; OXFORD_NANOPORE:SRR11460449	CP050862.1	CP050864.1; CP050863.1	CP050864.1:7120; CP050863.1:233798; CP050862.1:4901398	Unicycler v. 0.4.8
ecol	SAMN14482836	SRR11460452	SRR11460450	GCA_012221565.1	ASM1222156v1	Escherichia coli		8-3-Ti3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5141082	3	Complete Genome	2020-04-09		4899869	3							Illumina NextSeq; Oxford Nanopore MiniION	Monash University	PRJNA616136	SAMN14482836	5266	Escherichia coli	SRS6409975; ILLUMINA:SRR11460452; OXFORD_NANOPORE:SRR11460450	CP050865.1	CP050867.1; CP050866.1	CP050867.1:7413; CP050866.1:233800; CP050865.1:4899869	Unicycler v. 0.4.8
ecol	SAMN15488563	SRR12183878	SRR12247522	GCA_029718765.1	ASM2971876v1	Escherichia coli		RHB20-E3-C04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5098753	2	Complete Genome	2023-04-13		4877578	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488563	4933	Escherichia coli	SRS6976259; ILLUMINA:SRR12183878; OXFORD_NANOPORE:SRR12247522	CP099201.1	CP099202.1	CP099202.1:221175; CP099201.1:4877578	Unicycler v. v0.4.4
ecol	SAMN15488562	SRR12183879	SRR12247523	GCA_029718785.1	ASM2971878v1	Escherichia coli		RHB20-E3-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5098753	2	Complete Genome	2023-04-13		4877578	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488562	4933	Escherichia coli	SRS6976258; ILLUMINA:SRR12183879; OXFORD_NANOPORE:SRR12247523	CP099203.1	CP099204.1	CP099204.1:221175; CP099203.1:4877578	Unicycler v. v0.4.4
ecol	SAMN15488483	SRR12183937	SRR12247581	GCA_029718005.1	ASM2971800v1	Escherichia coli		RHB02-E1-C06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4942505	4	Complete Genome	2023-04-13		4869391	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488483	4798	Escherichia coli	SRS6976454; ILLUMINA:SRR12183937; OXFORD_NANOPORE:SRR12247581	CP099299.1	CP099302.1; CP099301.1; CP099300.1	CP099302.1:4066; CP099301.1:4664; CP099300.1:64384; CP099299.1:4869391	Unicycler v. v0.4.4
ecol	SAMN15488641	SRR12184044	SRR12247688	GCA_029719005.1	ASM2971900v1	Escherichia coli		RHB43-C14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4965204	2	Complete Genome	2023-04-13		4868848	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488641	4848	Escherichia coli	SRS6976347; ILLUMINA:SRR12184044; OXFORD_NANOPORE:SRR12247688	CP099087.1	CP099088.1	CP099088.1:96356; CP099087.1:4868848	Unicycler v. v0.4.4
ecol	SAMN15488520	SRR12183925	SRR12247569	GCA_029717505.1	ASM2971750v1	Escherichia coli		RHB08-SO-C08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4967548	3	Complete Genome	2023-04-13		4863177	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488520	4681	Escherichia coli	SRS6976466; ILLUMINA:SRR12183925; OXFORD_NANOPORE:SRR12247569	CP099255.1	CP099257.1; CP099256.1	CP099257.1:3257; CP099256.1:101114; CP099255.1:4863177	Unicycler v. v0.4.4
ecol	SAMN15488537	SRR12183907	SRR12247551	GCA_029717345.1	ASM2971734v1	Escherichia coli		RHB13-SO-C01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5191167	6	Complete Genome	2023-04-13		4860370	6							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488537	5058	Escherichia coli	SRS6976230; ILLUMINA:SRR12183907; OXFORD_NANOPORE:SRR12247551	CP099237.1	CP099242.1; CP099241.1; CP099240.1; CP099239.1; CP099238.1	CP099242.1:6230; CP099241.1:6668; CP099240.1:91303; CP099239.1:95217; CP099238.1:131379; CP099237.1:4860370	Unicycler v. v0.4.4
ecol	SAMN15488538	SRR12183906	SRR12247550	GCA_029717325.1	ASM2971732v1	Escherichia coli		RHB13-SO-C02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5190349	6	Complete Genome	2023-04-13		4859595	6							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488538	5054	Escherichia coli	SRS6976231; ILLUMINA:SRR12183906; OXFORD_NANOPORE:SRR12247550	CP099231.1	CP099236.1; CP099235.1; CP099234.1; CP099233.1; CP099232.1	CP099236.1:6230; CP099235.1:6668; CP099234.1:91303; CP099233.1:95217; CP099232.1:131336; CP099231.1:4859595	Unicycler v. v0.4.4
ecol	SAMN15488539	SRR12183905	SRR12247549	GCA_029717265.1	ASM2971726v1	Escherichia coli		RHB13-SO-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5190999	6	Complete Genome	2023-04-13		4859593	6							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488539	5053	Escherichia coli	SRS6976232; ILLUMINA:SRR12183905; OXFORD_NANOPORE:SRR12247549	CP099225.1	CP099230.1; CP099229.1; CP099228.1; CP099227.1; CP099226.1	CP099230.1:6230; CP099229.1:6668; CP099228.1:91303; CP099227.1:95826; CP099226.1:131379; CP099225.1:4859593	Unicycler v. v0.4.4
ecol	SAMN15488485	SRR12183915	SRR12247559	GCA_029717965.1	ASM2971796v1	Escherichia coli		RHB02-E3-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5198895	4	Complete Genome	2023-04-13		4859144	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488485	5157	Escherichia coli	SRS6976476; ILLUMINA:SRR12183915; OXFORD_NANOPORE:SRR12247559	CP099294.1	CP099297.1; CP099296.1; CP099295.1	CP099297.1:5128; CP099296.1:48056; CP099295.1:286567; CP099294.1:4859144	Unicycler v. v0.4.4
ecol	SAMN15488607	SRR12183830	SRR12247726	GCA_029718065.1	ASM2971806v1	Escherichia coli		RHB31-E3-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4957459	2	Complete Genome	2023-04-13		4858302	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488607	4788	Escherichia coli	SRS6976307; ILLUMINA:SRR12183830; OXFORD_NANOPORE:SRR12247726	CP099134.1	CP099135.1	CP099135.1:99157; CP099134.1:4858302	Unicycler v. v0.4.4
ecol	SAMN15488515	SRR12183931	SRR12247575	GCA_029717625.1	ASM2971762v1	Escherichia coli		RHB08-E3-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4940416	2	Complete Genome	2023-04-13		4852089	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488515	4684	Escherichia coli	SRS6976460; ILLUMINA:SRR12183931; OXFORD_NANOPORE:SRR12247575	CP099267.1	CP099268.1	CP099268.1:88327; CP099267.1:4852089	Unicycler v. v0.4.4
ecol	SAMN15488720	SRR12183956	SRR12247600	GCA_029721075.1	ASM2972107v1	Escherichia coli		RHB47-C06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5019506	8	Complete Genome	2023-04-13		4851599	8							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488720	4839	Escherichia coli	SRS6976436; ILLUMINA:SRR12183956; OXFORD_NANOPORE:SRR12247600	CP098947.1	CP098954.1; CP098953.1; CP098952.1; CP098951.1; CP098950.1; CP098949.1; CP098948.1	CP098954.1:1565; CP098953.1:2096; CP098952.1:3319; CP098951.1:4091; CP098950.1:4593; CP098949.1:6334; CP098948.1:145909; CP098947.1:4851599	Unicycler v. v0.4.4
ecol	SAMN15488728	SRR12183948	SRR12247592	GCA_029720955.1	ASM2972095v1	Escherichia coli		RHB47-SO-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4847823	2	Complete Genome	2023-04-13		4844648	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488728	4733	Escherichia coli	SRS6976443; ILLUMINA:SRR12183948; OXFORD_NANOPORE:SRR12247592	CP098929.1	CP098930.1	CP098930.1:3175; CP098929.1:4844648	Unicycler v. v0.4.4
ecol	SAMN15488560	SRR12183881	SRR12247525	GCA_029718805.1	ASM2971880v1	Escherichia coli		RHB17-SO-C08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4935411	2	Complete Genome	2023-04-13		4844077	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488560	4835	Escherichia coli	SRS6976256; ILLUMINA:SRR12183881; OXFORD_NANOPORE:SRR12247525	CP099205.1	CP099206.1	CP099206.1:91334; CP099205.1:4844077	Unicycler v. v0.4.4
ecol	SAMN31390136	SRR21986341	SRR22580998	GCA_025778715.2	ASM2577871v2	Escherichia coli		2022CK-00569					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5000638	2	Complete Genome	2022-12-29		4842771	2							Illumina MiSeq; Oxford Nanopore GridION	Centers for Disease Control and Prevention. Division of Healthcare Quality Promotion	PRJNA288601	SAMN31390136	4831	Escherichia coli	SRS15485293; ILLUMINA:SRR21986341; OXFORD_NANOPORE:SRR22580998	CP114367.1	CP114368.1	CP114368.1:157867; CP114367.1:4842771	Unicycler v. 0.5.0
ecol	SAMN15488508	SRR12183939	SRR12247583	GCA_029717725.1	ASM2971772v1	Escherichia coli		RHB05-SO-C07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4848918	4	Complete Genome	2023-04-13		4836691	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488508	4543	Escherichia coli	SRS6976452; ILLUMINA:SRR12183939; OXFORD_NANOPORE:SRR12247583	CP099275.1	CP099278.1; CP099277.1; CP099276.1	CP099278.1:3176; CP099277.1:3906; CP099276.1:5145; CP099275.1:4836691	Unicycler v. v0.4.4
ecol	SAMN15488564	SRR12183877	SRR12247521	GCA_029718745.1	ASM2971874v1	Escherichia coli		RHB20-E3-C07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4978908	4	Complete Genome	2023-04-13		4829220	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488564	4838	Escherichia coli	SRS6976260; ILLUMINA:SRR12183877; OXFORD_NANOPORE:SRR12247521	CP099197.1	CP099200.1; CP099199.1; CP099198.1	CP099200.1:4073; CP099199.1:44393; CP099198.1:101222; CP099197.1:4829220	Unicycler v. v0.4.4
ecol	SAMN15488614	SRR12184076	SRR12247718	GCA_029719325.1	ASM2971932v1	Escherichia coli		RHB34-SO-C04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4971746	2	Complete Genome	2023-04-13		4821552	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488614	4833	Escherichia coli	SRS6976315; ILLUMINA:SRR12184076; OXFORD_NANOPORE:SRR12247718	CP099121.1	CP099122.1	CP099122.1:150194; CP099121.1:4821552	Unicycler v. v0.4.4
ecol	SAMN15488663	SRR12184020	SRR12247664	GCA_029719945.1	ASM2971994v1	Escherichia coli		RHB44-C13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5080355	5	Complete Genome	2023-04-13		4819786	5							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488663	4904	Escherichia coli	SRS6976371; ILLUMINA:SRR12184020; OXFORD_NANOPORE:SRR12247664	CP099051.1	CP099055.1; CP099054.1; CP099053.1; CP099052.1	CP099055.1:4074; CP099054.1:5874; CP099053.1:98362; CP099052.1:152259; CP099051.1:4819786	Unicycler v. v0.4.4
ecol	SAMN15488665	SRR12184018	SRR12247662	GCA_029719905.1	ASM2971990v1	Escherichia coli		RHB44-C17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5080353	5	Complete Genome	2023-04-13		4819784	5							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488665	4905	Escherichia coli	SRS6976373; ILLUMINA:SRR12184018; OXFORD_NANOPORE:SRR12247662	CP099041.1	CP099045.1; CP099044.1; CP099043.1; CP099042.1	CP099045.1:4074; CP099044.1:5874; CP099043.1:98362; CP099042.1:152259; CP099041.1:4819784	Unicycler v. v0.4.4
ecol	SAMN15488701	SRR12183977	SRR12247621	GCA_029719545.1	ASM2971954v1	Escherichia coli		RHB45-SO-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4820593	2	Complete Genome	2023-04-13		4819084	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488701	4609	Escherichia coli	SRS6976415; ILLUMINA:SRR12183977; OXFORD_NANOPORE:SRR12247621	CP099008.1	CP099009.1	CP099009.1:1509; CP099008.1:4819084	Unicycler v. v0.4.4
ecol	SAMN15488685	SRR12183995	SRR12247639	GCA_029719725.1	ASM2971972v1	Escherichia coli		RHB45-C09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4929257	2	Complete Genome	2023-04-13		4816651	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488685	4813	Escherichia coli	SRS6976396; ILLUMINA:SRR12183995; OXFORD_NANOPORE:SRR12247639	CP099032.1	CP099033.1	CP099033.1:112606; CP099032.1:4816651	Unicycler v. v0.4.4
ecol	SAMN15488633	SRR12184055	SRR12247697	GCA_029719085.1	ASM2971908v1	Escherichia coli		RHB41-E2-C07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4879834	4	Complete Genome	2023-04-13		4808092	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488633	4699	Escherichia coli	SRS6976336; ILLUMINA:SRR12184055; OXFORD_NANOPORE:SRR12247697	CP099098.1	CP099101.1; CP099100.1; CP099099.1	CP099101.1:1548; CP099100.1:6231; CP099099.1:63963; CP099098.1:4808092	Unicycler v. v0.4.4
ecol	SAMN15488711	SRR12183966	SRR12247610	GCA_029721275.1	ASM2972127v1	Escherichia coli		RHB46-C15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4923738	7	Complete Genome	2023-04-13		4794877	7							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488711	4876	Escherichia coli	SRS6976425; ILLUMINA:SRR12183966; OXFORD_NANOPORE:SRR12247610	CP098984.1	CP098990.1; CP098989.1; CP098988.1; CP098987.1; CP098986.1; CP098985.1	CP098990.1:1619; CP098989.1:1748; CP098988.1:2524; CP098987.1:3897; CP098986.1:4315; CP098985.1:114758; CP098984.1:4794877	Unicycler v. v0.4.4
ecol	SAMN15488586	SRR12183853	SRR12247749	GCA_029718405.1	ASM2971840v1	Escherichia coli		RHB23-SO-C06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4862576	4	Complete Genome	2023-04-13		4793898	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488586	4720	Escherichia coli	SRS6976284; ILLUMINA:SRR12183853; OXFORD_NANOPORE:SRR12247749	CP099169.1	CP099172.1; CP099171.1; CP099170.1	CP099172.1:3257; CP099171.1:7198; CP099170.1:58223; CP099169.1:4793898	Unicycler v. v0.4.4
ecol	SAMN15488717	SRR12183960	SRR12247604	GCA_029721175.1	ASM2972117v1	Escherichia coli		RHB46-C23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4956305	4	Complete Genome	2023-04-13		4788431	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488717	4842	Escherichia coli	SRS6976431; ILLUMINA:SRR12183960; OXFORD_NANOPORE:SRR12247604	CP098965.1	CP098968.1; CP098967.1; CP098966.1	CP098968.1:1506; CP098967.1:1549; CP098966.1:164819; CP098965.1:4788431	Unicycler v. v0.4.4
ecol	SAMN15488504	SRR12183957	SRR12247601	GCA_029717785.1	ASM2971778v1	Escherichia coli		RHB05-SO-C01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4787994	2	Complete Genome	2023-04-13		4786118	2							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488504	4629	Escherichia coli	SRS6976434; ILLUMINA:SRR12183957; OXFORD_NANOPORE:SRR12247601	CP099281.1	CP099282.1	CP099282.1:1876; CP099281.1:4786118	Unicycler v. v0.4.4
ecol	SAMN15488598	SRR12183840	SRR12247736	GCA_029718235.1	ASM2971823v1	Escherichia coli		RHB28-E3-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4834987	7	Complete Genome	2023-04-13		4767698	7							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488598	4712	Escherichia coli	SRS6976297; ILLUMINA:SRR12183840; OXFORD_NANOPORE:SRR12247736	CP099159.1	CP099165.1; CP099164.1; CP099163.1; CP099162.1; CP099161.1; CP099160.1	CP099165.1:1552; CP099164.1:2460; CP099163.1:4593; CP099162.1:5146; CP099161.1:9531; CP099160.1:44007; CP099159.1:4767698	Unicycler v. v0.4.4
ecol	SAMN15488700	SRR12183978	SRR12247622	GCA_029719565.1	ASM2971956v1	Escherichia coli		RHB45-SO-C03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4974274	3	Complete Genome	2023-04-13		4767626	3							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488700	4827	Escherichia coli	SRS6976413; ILLUMINA:SRR12183978; OXFORD_NANOPORE:SRR12247622	CP099010.1	CP099012.1; CP099011.1	CP099012.1:32598; CP099011.1:174050; CP099010.1:4767626	Unicycler v. v0.4.4
ecol	SAMN15488552	SRR12183890	SRR12247534	GCA_029715845.1	ASM2971584v1	Escherichia coli		RHB16-SO-C05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5116942	4	Complete Genome	2023-04-13		4766182	4							Illumina/Nanopore	The REHAB Consortium	PRJNA605147	SAMN15488552	4974	Escherichia coli	SRS6976247; ILLUMINA:SRR12183890; OXFORD_NANOPORE:SRR12247534	CP099213.1	CP099216.1; CP099215.1; CP099214.1	CP099216.1:88372; CP099215.1:128784; CP099214.1:133604; CP099213.1:4766182	Unicycler v. v0.4.4
