species_id	sample_id	long_reads	short_reads	long_read_type	Isolate	Assembly Accession	Animal or WwTW	Isolate source information	Timepoint	Niche	Niche.2	Location	Genus	Species	ST assignment	Circularised plasmids	Number of contigs	Circularised chromosome (1=yes)	Total genome size (bp)	Chromosome GC (if known)	Phylogroup (E. coli only)	Alternative isolate name
ecol	SAMN15148613	SRR12298786	SRR11949256	Nanopore	WTP5|T2-00440	GCA_013749295.1	WTP	Wastewater influent sample	2	WTP5	Influent	WTP5	Escherichia	Escherichia coli	131	2	3	1	5347567	50.8	B2	RHBSTW-00440
ecol	SAMN15148191	SRR12298465	SRR11949132	Nanopore	RH06|T2-C07	GCA_013888615.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH06	Escherichia	Escherichia coli	NA	2	3	1	5032181	50.7	B2	RHB21-C07
cfre	SAMN15148615	SRR12298784	SRR11949254	Nanopore	WTP5|T2-00444	GCA_013740875.1	WTP	Wastewater influent sample	2	WTP5	Influent	WTP5	Citrobacter	Citrobacter freundii	NA	4	5	1	5388913	52.6	NA	RHBSTW-00444
ecol	SAMN15148517	SRR12298391	SRR11948800	Nanopore	WTP1|T1-00152	GCA_013790285.1	WTP	Wastewater effluent sample	1	WTP1	Effluent	WTP1	Escherichia	Escherichia coli	4110	5	6	1	4924022	50.6	B2	RHBSTW-00152
ecol	SAMN15148510	SRR12298399	SRR11948948	PacBio	WTP1|T1-00139	GCA_013790635.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Escherichia	Escherichia coli	129	0	1	1	4783770	50.8	B1	RHBSTW-00139
cxxx	SAMN15148508	SRR12298401	SRR11948950	Nanopore	WTP1|T1-00137	GCA_013790835.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Citrobacter	Citrobacter sp.	NA	4	5	1	5447371	52.1	NA	RHBSTW-00137
ecol	SAMN15148117	SRR12298595	SRR11948652	Nanopore	RH11|T2-C06	GCA_013601135.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	155	3	5	1	5201825	50.7	B1	RHB15-C06
ecol	SAMN15148160	SRR12298523	SRR11949278	Nanopore	RH13|T2-C20	GCA_013892855.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia coli	75	3	4	1	5103390	50.8	B1	RHB18-C20
ecol	SAMN15147951	SRR12299148	SRR11948932	Nanopore	RH11|T1-C07	GCA_014106395.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	446	2	20	0	5288194	NA	B1	RHB01-C07
ecol	SAMN15148119	SRR12298593	SRR11949080	Nanopore	RH11|T2-C08	GCA_014105565.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	155	3	7	0	5200341	NA	B1	RHB15-C08
ecol	SAMN15148353	SRR12299116	SRR11949384	Nanopore	RH06|T3-C14	GCA_013816945.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH06	Escherichia	Escherichia coli	154	1	2	1	5019312	50.6	B1	RHB35-C14
eclo	SAMN15148478	SRR12298434	SRR11948779	PacBio	WTP5|T1-00086	GCA_013625435.1	WTP	Wastewater effluent sample	1	WTP5	Effluent	WTP5	Enterobacter	Enterobacter cloacae	278	2	3	1	4922494	55.1	NA	RHBSTW-00086
cxxx	SAMN15148705	SRR12298609	SRR11948870	Nanopore	WTP5|T3-00827	GCA_014103235.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP5	Downstream	WTP5	Citrobacter	Citrobacter sp.	NA	4	13	0	5492192	NA	NA	RHBSTW-00827
ecol	SAMN15147956	SRR12298977	SRR11949431	PacBio	RH11|T1-C20	GCA_013928845.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	28	3	4	0	5592364	NA	B2	RHB01-C20
ecol	SAMN15148276	SRR12298749	SRR11949390	Nanopore	RH11|T3-C05	GCA_013828815.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH11	Escherichia	Escherichia coli	5966	2	3	1	4905362	50.7	B2	RHB29-C05
ecol	SAMN15148693	SRR12298670	SRR11949449	Nanopore	WTP4|T3-00777	GCA_013745515.1	WTP	Freshwater sample from upstream of wastewater treatment work	3	WTP4	Upstream	WTP4	Escherichia	Escherichia coli	NA	2	3	1	4887958	50.4	cladeV	RHBSTW-00777
cfre	SAMN15148603	SRR12298821	SRR11948673	Nanopore	WTP4|T2-00408	GCA_013785525.1	WTP	Freshwater sample from upstream of wastewater treatment work	2	WTP4	Upstream	WTP4	Citrobacter	Citrobacter freundii	NA	0	1	1	4774094	52.5	NA	RHBSTW-00408
ecol	SAMN15148694	SRR12298669	SRR11949448	Nanopore	WTP4|T3-00779	GCA_014103315.1	WTP	Freshwater sample from upstream of wastewater treatment work	3	WTP4	Upstream	WTP4	Escherichia	Escherichia coli	410	0	127	0	4764310	NA	C	RHBSTW-00779
ecol	SAMN15148120	SRR12298592	SRR11949079	Nanopore	RH11|T2-C10	GCA_014105495.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1623	5	12	0	5371233	NA	B1	RHB15-C10
eclo	SAMN15148633	SRR12298737	SRR11948704	Nanopore	WTP5|T2-00489	GCA_013705185.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP5	Downstream	WTP5	Enterobacter	Enterobacter cloacae	807	4	9	1	4797030	55.5	NA	RHBSTW-00489
ecol	SAMN15148044	SRR12298945	SRR11949423	PacBio	RH08|T1-C09	GCA_014105835.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH08	Escherichia	Escherichia coli	58	3	14	0	5096488	NA	B1	RHB09-C09
ecol	SAMN15148254	SRR12298800	SRR11949056	Nanopore	RH09|T2-C23	GCA_014104975.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia coli	58	2	9	0	4990223	NA	B1	RHB26-C23
exxx	SAMN15148606	SRR12298818	SRR11948670	Nanopore	WTP4|T2-00422	GCA_013749735.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP4	Downstream	WTP4	Enterobacter	Enterobacter sp.	374	3	4	1	5234715	54.4	NA	RHBSTW-00422
kpne	SAMN15148246	SRR12298810	SRR11949408	Nanopore	RH09|T2-C08	GCA_013834745.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Klebsiella	Klebsiella pneumoniae	45	3	4	1	5640008	57.3	NA	RHB26-C08
cxxx	SAMN15148769	SRR12298990	SRR11949444	Nanopore	WTP2|T3-01044	GCA_013781945.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP2	Downstream	WTP2	Citrobacter	Citrobacter sp.	NA	0	1	1	4946286	52.1	NA	RHBSTW-01044
kaer	SAMN15148733	SRR12299127	SRR11948721	Nanopore	WTP1|T3-00898	GCA_013727635.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Klebsiella	Klebsiella aerogenes	93	2	3	1	5448009	54.9	NA	RHBSTW-00898
ecol	SAMN15148322	SRR12298626	SRR11949195	Nanopore	RH13|T3-C19	GCA_013819805.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH13	Escherichia	Escherichia coli	2028	1	2	1	4994848	50.7	B1	RHB32-C19
cfre	SAMN15148658	SRR12298708	SRR11949237	Nanopore	WTP3|T2-00589	GCA_013784225.1	WTP	Freshwater sample from upstream of wastewater treatment work	2	WTP3	Upstream	WTP3	Citrobacter	Citrobacter freundii	NA	0	1	1	4895815	52.6	NA	RHBSTW-00589
ecol	SAMN15148377	SRR12299041	SRR11949357	Nanopore	RH15|T3-C10	GCA_014104515.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia coli	124	2	124	0	5183980	NA	B1	RHB37-C10
efer	SAMN15147982	SRR12298654	SRR11949207	PacBio	RH01|T1-C23	GCA_013713585.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia fergusonii	NA	5	12	1	4864188	49.9	fergusonii	RHB03-C23
eclo	SAMN15148770	SRR12298989	SRR11949443	Nanopore	WTP2|T3-01045	GCA_014103105.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP2	Downstream	WTP2	Enterobacter	Enterobacter cloacae	422	4	98	0	4979963	NA	NA	RHBSTW-01045
koxy	SAMN15148734	SRR12299126	SRR11948720	Nanopore	WTP1|T3-00900	GCA_014103175.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Klebsiella	Klebsiella oxytoca	135	4	15	0	6649755	NA	NA	RHBSTW-00900
ecol	SAMN15148499	SRR12298411	SRR11948810	Nanopore	WTP1|T1-00124	GCA_013791985.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Escherichia	Escherichia coli	4977	3	4	1	4803587	50.8	A	RHBSTW-00124
ecol	SAMN15148577	SRR12298873	SRR11948685	PacBio	WTP2|T1-00322	GCA_013741635.1	WTP	Wastewater effluent sample	1	WTP2	Effluent	WTP2	Escherichia	Escherichia coli	69	5	6	1	5305134	50.7	D	RHBSTW-00322
cfre	SAMN15148611	SRR12298788	SRR11949258	Nanopore	WTP4|T2-00435	GCA_013749535.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP4	Downstream	WTP4	Citrobacter	Citrobacter freundii	481	2	3	1	5334674	51.8	NA	RHBSTW-00435
kpne	SAMN15148760	SRR12299048	SRR11949006	Nanopore	WTP3|T3-00982	GCA_013783245.1	WTP	Wastewater influent sample	3	WTP3	Influent	WTP3	Klebsiella	Klebsiella pneumoniae	37	2	3	1	5377148	57.5	NA	RHBSTW-00982
cfre	SAMN15148586	SRR12298864	SRR11949142	PacBio	WTP2|T1-00344	GCA_014101295.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP2	Upstream	WTP2	Citrobacter	Citrobacter freundii	NA	0	13	0	4860045	NA	NA	RHBSTW-00344
efer	SAMN15148375	SRR12299044	SRR11949360	Nanopore	RH15|T3-C07	GCA_014104595.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia fergusonii	NA	4	71	0	4652688	NA	fergusonii	RHB37-C07
eclo	SAMN15148567	SRR12298884	SRR11948696	PacBio	WTP2|T1-00309	GCA_013742615.1	WTP	Wastewater influent sample	1	WTP2	Influent	WTP2	Enterobacter	Enterobacter cloacae	NA	4	5	1	5365511	55.7	NA	RHBSTW-00309
cxxx	SAMN15148713	SRR12299173	SRR11949273	Nanopore	WTP5|T3-00848	GCA_013925725.1	WTP	Wastewater influent sample	3	WTP5	Influent	WTP5	Citrobacter	Citrobacter sp.	NA	7	8	0	5532361	NA	NA	RHBSTW-00848
ecol	SAMN15148116	SRR12298597	SRR11948654	Nanopore	RH04|T1-C23	GCA_013898775.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH04	Escherichia	Escherichia coli	117	5	6	1	5203607	50.8	G	RHB14-C23
ecol	SAMN15148319	SRR12298629	SRR11948748	Nanopore	RH13|T3-C15	GCA_013820695.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH13	Escherichia	Escherichia coli	NA	3	4	1	5184654	50.6	E	RHB32-C15
ecol	SAMN15148335	SRR12299161	SRR11949181	Nanopore	RH14|T3-C23	GCA_013823705.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH14	Escherichia	Escherichia coli	2521	1	2	1	4816571	50.9	B1	RHB33-C23
cfre	SAMN15148537	SRR12298369	SRR11948896	PacBio	WTP3|T1-00201	GCA_014103835.1	WTP	Wastewater influent sample	1	WTP3	Influent	WTP3	Citrobacter	Citrobacter freundii	162	3	7	0	5460290	NA	NA	RHBSTW-00201
eclo	SAMN15148708	SRR12299178	SRR11948866	Nanopore	WTP5|T3-00831	GCA_014101235.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP5	Downstream	WTP5	Enterobacter	Enterobacter cloacae	484	4	6	0	5050660	NA	NA	RHBSTW-00831
ecol	SAMN15148059	SRR12299082	SRR11948834	PacBio	RH15|T1-C09	GCA_013899765.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1665	3	4	1	5275792	50.7	B1	RHB10-C09
ecol	SAMN15148571	SRR12298880	SRR11948692	Nanopore	WTP2|T1-00314	GCA_014103575.1	WTP	Wastewater influent sample	1	WTP2	Influent	WTP2	Escherichia	Escherichia coli	1193	5	19	0	5116609	NA	B2	RHBSTW-00314
ecol	SAMN15148392	SRR12299025	SRR11948817	Nanopore	RH04|T3-C21	GCA_013812425.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Escherichia	Escherichia coli	3090	1	2	1	4968964	50.7	B1	RHB38-C21
efer	SAMN15148152	SRR12298556	SRR11949287	Nanopore	RH13|T2-C04	GCA_013893835.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia fergusonii	NA	2	3	1	4690913	49.8	fergusonii	RHB18-C04
ecol	SAMN15148336	SRR12299160	SRR11949116	Nanopore	RH03|T3-C02	GCA_013823545.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH03	Escherichia	Escherichia coli	683	0	1	1	4805850	50.9	B1	RHB34-C02
cfre	SAMN15148513	SRR12298396	SRR11948945	PacBio	WTP1|T1-00142	GCA_014104015.1	WTP	Wastewater effluent sample	1	WTP1	Effluent	WTP1	Citrobacter	Citrobacter freundii	NA	4	24	0	5466778	NA	NA	RHBSTW-00142
ecol	SAMN15148045	SRR12298944	SRR11949422	PacBio	RH08|T1-C13	GCA_013899985.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH08	Escherichia	Escherichia coli	154	4	5	1	5031949	50.7	B1	RHB09-C13
cxxx	SAMN15148356	SRR12299113	SRR11949381	Nanopore	RH06|T3-C21	GCA_013816515.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH06	Citrobacter	Citrobacter sp.	NA	1	2	1	5404783	52	NA	RHB35-C21
ecol	SAMN15148629	SRR12298768	SRR11948708	Nanopore	WTP5|T2-00482	GCA_013748455.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP5	Downstream	WTP5	Escherichia	Escherichia coli	131	2	3	1	5424221	50.6	B2	RHBSTW-00482
eclo	SAMN15148594	SRR12298831	SRR11949133	Nanopore	WTP4|T2-00367	GCA_014101255.1	WTP	Wastewater influent sample	2	WTP4	Influent	WTP4	Enterobacter	Enterobacter cloacae	165	2	5	0	5054178	NA	NA	RHBSTW-00367
eclo	SAMN15148471	SRR12298442	SRR11948787	PacBio	WTP5|T1-00070	GCA_013625795.1	WTP	Wastewater influent sample	1	WTP5	Influent	WTP5	Enterobacter	Enterobacter cloacae	78	2	3	1	4927760	55.1	NA	RHBSTW-00070
ecol	SAMN15148424	SRR12298543	SRR11949162	Nanopore	RH01|T3-C11	GCA_013802345.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia coli	10	5	6	1	5337869	50.8	A	RHB41-C11
ecol	SAMN15148259	SRR12298794	SRR11949050	Nanopore	RH04|T2-C09	GCA_013832285.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	10	5	6	1	5077967	50.7	A	RHB27-C09
kpne	SAMN15148470	SRR12298443	SRR11948788	Nanopore	WTP5|T1-00069	GCA_014104245.1	WTP	Wastewater influent sample	1	WTP5	Influent	WTP5	Klebsiella	Klebsiella pneumoniae	111	3	17	0	5491888	NA	NA	RHBSTW-00069
ecol	SAMN15148029	SRR12298993	SRR11948999	PacBio	RH07|T1-C17	GCA_013900165.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH07	Escherichia	Escherichia coli	1001	2	3	1	4994518	50.8	B1	RHB07-C17
ecol	SAMN15148661	SRR12298705	SRR11949234	Nanopore	WTP3|T2-00601	GCA_013784085.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP3	Downstream	WTP3	Escherichia	Escherichia coli	NA	0	1	1	4722101	50.8	B1	RHBSTW-00601
efer	SAMN15148245	SRR12298811	SRR11949409	Nanopore	RH09|T2-C04	GCA_014105005.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia fergusonii	NA	0	8	0	4550984	NA	fergusonii	RHB26-C04
efer	SAMN15148151	SRR12298557	SRR11949288	Nanopore	RH13|T2-C03	GCA_013710195.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia fergusonii	NA	1	6	1	4690828	49.8	fergusonii	RHB18-C03
ecol	SAMN15148445	SRR12298496	SRR11949021	Nanopore	WTP4|T1-00004	GCA_013798625.1	WTP	Wastewater influent sample	1	WTP4	Influent	WTP4	Escherichia	Escherichia coli	131	1	2	1	5169115	50.6	B2	RHBSTW-00004
eclo	SAMN15148653	SRR12298714	SRR11949243	Nanopore	WTP1|T2-00564	GCA_013747035.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP1	Downstream	WTP1	Enterobacter	Enterobacter cloacae	108	3	4	1	4847420	55.6	NA	RHBSTW-00564
ecol	SAMN15147960	SRR12299015	SRR11948863	PacBio	RH02|T1-C02	GCA_014109125.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	1	2	1	4953790	50.7	A	RHB02-C02
ecol	SAMN15148001	SRR12298425	SRR11949300	PacBio	RH12|T1-C15	GCA_014106115.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	155	5	14	0	4937961	NA	B1	RHB05-C15
ecol	SAMN15148283	SRR12298741	SRR11949040	Nanopore	RH11|T3-C18	GCA_013827685.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1086	1	2	1	5244461	50.6	B1	RHB29-C18
ecol	SAMN15148404	SRR12298931	SRR11948734	Nanopore	RH09|T3-C21	GCA_013806085.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH09	Escherichia	Escherichia coli	1508	4	5	1	5239732	50.4	E	RHB39-C21
kpne	SAMN15148730	SRR12299130	SRR11948724	Nanopore	WTP1|T3-00884	GCA_014101135.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP1	Downstream	WTP1	Klebsiella	Klebsiella pneumoniae	42	4	10	0	5327106	NA	NA	RHBSTW-00884
ecol	SAMN15148485	SRR12298427	SRR11949302	PacBio	WTP5|T1-00102	GCA_013795065.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Escherichia	Escherichia coli	NA	1	2	1	5103551	50.8	A	RHBSTW-00102
cfre	SAMN15148084	SRR12299007	SRR11948855	PacBio	RH09|T1-C18	GCA_013899385.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Citrobacter	Citrobacter freundii	NA	0	1	1	4889497	52	NA	RHB12-C18
ecol	SAMN15148408	SRR12298926	SRR11948965	Nanopore	RH08|T3-C01	GCA_013805505.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH08	Escherichia	Escherichia coli	10	2	3	1	5171529	50.7	A	RHB40-C01
ecol	SAMN15148679	SRR12298685	SRR11948898	Nanopore	WTP2|T2-00673	GCA_013783685.1	WTP	Wastewater influent sample	2	WTP2	Influent	WTP2	Escherichia	Escherichia coli	1303	1	2	1	4934854	50.8	A	RHBSTW-00673
cfre	SAMN15148561	SRR12298915	SRR11949085	PacBio	WTP4|T1-00284	GCA_014101385.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP4	Upstream	WTP4	Citrobacter	Citrobacter freundii	NA	0	18	0	4320634	NA	NA	RHBSTW-00284
koxy	SAMN15148647	SRR12298720	SRR11948917	Nanopore	WTP1|T2-00529	GCA_013747515.1	WTP	Wastewater effluent sample	2	WTP1	Effluent	WTP1	Klebsiella	Klebsiella oxytoca	52	2	3	1	6172560	56	NA	RHBSTW-00529
ecol	SAMN15148393	SRR12299024	SRR11948746	Nanopore	RH04|T3-C23	GCA_013708935.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Escherichia	Escherichia coli	3631	6	17	1	5295998	50.9	A	RHB38-C23
ecol	SAMN15148199	SRR12298909	SRR11949123	Nanopore	RH07|T2-C03	GCA_014105095.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH07	Escherichia	Escherichia coli	1300	1	11	0	5279028	NA	E	RHB22-C03
ecol	SAMN15148358	SRR12299110	SRR11949378	Nanopore	RH06|T3-C23	GCA_013816205.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH06	Escherichia	Escherichia coli	10	1	2	1	4768413	50.8	A	RHB35-C23
ecol	SAMN15148056	SRR12299086	SRR11948838	Nanopore	RH15|T1-C05	GCA_013899825.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	5966	1	2	1	5238011	50.9	B2	RHB10-C05
kpne	SAMN15148523	SRR12298385	SRR11949180	PacBio	WTP1|T1-00170	GCA_014103925.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP1	Upstream	WTP1	Klebsiella	Klebsiella pneumoniae	1243	1	17	0	5452013	NA	NA	RHBSTW-00170
ecol	SAMN15148271	SRR12298754	SRR11949395	Nanopore	RH01|T2-C15	GCA_013829665.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH01	Escherichia	Escherichia coli	4175	6	7	1	5107094	50.5	E	RHB28-C15
efer	SAMN15148317	SRR12298631	SRR11948750	Nanopore	RH13|T3-C09	GCA_013820465.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH13	Escherichia	Escherichia fergusonii	NA	4	5	1	4802520	49.9	fergusonii	RHB32-C09
ecol	SAMN15148213	SRR12298894	SRR11949220	Nanopore	RH12|T2-C06	GCA_013885155.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH12	Escherichia	Escherichia coli	1723	5	6	1	4968866	50.8	B1	RHB23-C06
ecol	SAMN15148562	SRR12298914	SRR11949084	PacBio	WTP4|T1-00285	GCA_014103625.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP4	Upstream	WTP4	Escherichia	Escherichia coli	635	4	12	0	5265175	NA	A	RHBSTW-00285
ecol	SAMN15148261	SRR12298792	SRR11949048	Nanopore	RH04|T2-C17	GCA_013831995.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	10	2	3	1	4873104	50.7	A	RHB27-C17
koxy	SAMN15148592	SRR12298833	SRR11949135	Nanopore	WTP4|T2-00365	GCA_013751295.1	WTP	Wastewater influent sample	2	WTP4	Influent	WTP4	Klebsiella	Klebsiella oxytoca	182	2	3	1	6425524	55.8	NA	RHBSTW-00365
kpne	SAMN15148715	SRR12299171	SRR11949271	Nanopore	WTP5|T3-00852	GCA_013730675.1	WTP	Wastewater influent sample	3	WTP5	Influent	WTP5	Klebsiella	Klebsiella pneumoniae	292	1	2	1	5300167	57.5	NA	RHBSTW-00852
ecol	SAMN15148133	SRR12298578	SRR11949065	Nanopore	RH02|T2-C07	GCA_013897665.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH02	Escherichia	Escherichia coli	42	7	8	1	6123098	50.6	D	RHB16-C07
ecol	SAMN15147953	SRR12298359	SRR11948886	PacBio	RH11|T1-C09	GCA_014109645.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	2144	7	8	1	5009846	50.8	B1	RHB01-C09
ecol	SAMN15148038	SRR12298951	SRR11949429	PacBio	RH06|T1-C19	GCA_014105875.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH06	Escherichia	Escherichia coli	3381	1	13	0	5212366	NA	E	RHB08-C19
eclo	SAMN15148635	SRR12298735	SRR11948702	Nanopore	WTP5|T2-00492	GCA_013740655.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP5	Downstream	WTP5	Enterobacter	Enterobacter cloacae	168	4	5	1	4981985	55.1	NA	RHBSTW-00492
ecol	SAMN15148403	SRR12298932	SRR11948735	Nanopore	RH09|T3-C20	GCA_013806525.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH09	Escherichia	Escherichia coli	1508	4	5	1	5239732	50.4	E	RHB39-C20
ecol	SAMN15148311	SRR12298638	SRR11948757	Nanopore	RH10|T3-C22	GCA_013821045.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	685	2	3	1	4811886	50.9	A	RHB31-C22
kpne	SAMN15148670	SRR12298695	SRR11948908	Nanopore	WTP3|T2-00636	GCA_013734035.1	WTP	Wastewater influent sample	2	WTP3	Influent	WTP3	Klebsiella	Klebsiella pneumoniae	1380	8	9	1	5801526	57.5	NA	RHBSTW-00636
ecol	SAMN15148011	SRR12298863	SRR11949141	PacBio	RH14|T1-C06	GCA_014108885.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH14	Escherichia	Escherichia coli	6106	0	1	1	5303471	50.5	D	RHB06-C06
exxx	SAMN15148574	SRR12298877	SRR11948689	PacBio	WTP2|T1-00318	GCA_014101375.1	WTP	Wastewater influent sample	1	WTP2	Influent	WTP2	Enterobacter	Enterobacter sp.	20	4	7	0	5285892	NA	NA	RHBSTW-00318
ecol	SAMN15148078	SRR12299013	SRR11948861	Nanopore	RH09|T1-C02	GCA_013899465.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Escherichia	Escherichia coli	10	2	3	1	4950424	50.8	A	RHB12-C02
